season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2011,Louisiana Tech,1,"87.5
333","100.7
144",".1648
297","45.7
302","48.9
165","26.9
344","20.2
120","30.4
203","26.9
34","39.9
119","50.6
326","44
300","49.1
216","32.7
222","32.4
96","66.2
139","-6.1
317"
2010,North Florida,3,"91.7
310","106.3
239",".1542
297","46.7
250","49.2
181","20.9
234","19.2
182","30.2
231","34.5
258","32.6
281","46.8
293","44.3
278","45.3
78","33.5
199","39.3
306","63.1
295","-4.9
267"
2009,Northern Arizona,2,"96.1
252","110.8
302",".1628
297","50.9
111","58.9
341","23
296","19.5
197","32.1
172","27.2
35","32.7
246","19
1","53.6
23","52.7
301","29.9
291","45
342","62.1
297","-3.9
225"
2008,North Carolina Central,1,"91.9
306","105.6
222",".1689
297","47.1
268","47.3
67","19.8
148","19.8
190","24.8
320","32.1
162","25.9
324","39
203","52.2
51","43
24","27.5
332","36.8
237","69.4
63","-1.7
119"
2019,Howard,7,"105.0
155","117.7
341",".2126
296","51.5
137","52.1
229","17.8
169","21.9
22","32.5
58","37.1
350","36.2
77","39.5
304","45.8
312","52.2
260","43.4
5","34.6
177","71.5
41","-3.4
191"
2018,Marist,1,"98.2
292","112.0
295",".1804
296","52
142","52.4
221","21.8
340","14.1
324","21.8
318","29.8
239","32.3
191","25.6
26","54.2
48","51.7
219","32.9
248","35.7
199","71.4
52","-6.7
343"
2017,Radford,5,"95.2
315","106.9
215",".2071
296","47.6
287","47.4
54","19.4
252","12.8
348","32.2
75","22.6
10","26.7
323","31.6
98","47.2
253","45.3
47","32.1
275","34
124","64
326","-4
235"
2016,North Carolina Central,6,"100.4
238","113.9
315",".1906
296","51.6
125","48.2
96","18
196","16.4
239","30.8
123","29.8
188","42.8
54","34.2
120","48.3
209","46.7
88","39.2
44","33.8
133","65
310","-4.6
263"
2015,Cal St. Fullerton,1,"96.5
282","108.9
265",".1984
296","45.5
298","54.3
319","19.2
221","16.8
250","28.2
248","25.8
32","34.5
211","43.1
282","44.6
288","51.2
271","32.1
252","40.1
325","64.6
145","-6.7
338"
2014,UTSA,1,"98.2
280","110.3
270",".2070
296","45.2
315","51.6
245","22.3
336","17.4
212","35.8
51","32.3
231","44.6
86","50.6
321","43.7
321","51.7
283","31.9
266","34.4
159","66.4
116","-7.5
340"
2013,Houston Baptist,8,"87.9
332","100.7
147",".1718
296","46
277","43.3
24","23.4
330","24.5
14","33.4
107","33.7
247","45
35","37.7
200","43.3
305","46.5
122","35.5
118","21.8
1","65.5
150","-2.6
162"
2012,Texas Southern,8,"91.5
308","105.1
220",".1687
296","48.1
214","45.3
43","25
337","24.1
19","39.3
12","30.1
136","55
2","37.9
209","45.5
252","46.2
112","35.6
133","29.2
29","65.4
153","-3.6
221"
2011,Campbell,1,"89.7
322","103.1
192",".1677
296","42.5
337","47.1
94","20.4
226","21.4
66","29
243","35.9
293","39.9
119","63.7
344","40.5
337","44.1
55","34.6
168","35.8
218","64.6
217","-6.7
331"
2010,Central Arkansas,2,"92.2
304","106.7
250",".1566
296","48.3
201","52.2
275","23.4
322","20.1
135","32.4
168","32
173","40.1
123","31.8
67","43
309","50.8
274","37.8
54","37.3
264","64.7
219","-6
310"
2009,Jacksonville St.,2,"96.9
241","111.7
311",".1639
296","47
250","52.8
285","20.2
181","19.4
202","37.6
43","35.2
270","46.6
24","40.3
248","40.7
330","52.2
288","38.7
56","36.4
238","64
253","-5
272"
2008,Samford,4,"101.1
193","116.0
332",".1705
296","59.9
3","53.5
284","20.3
174","16.9
301","22.3
329","27.1
29","37.8
161","28.5
36","63.3
1","52.1
280","38.2
64","37.3
250","59.5
336","-3.4
197"
2019,Canisius,7,"103.1
190","115.5
334",".2135
295","52.2
107","53.5
270","17
127","19.3
87","26.7
209","30.6
267","29.7
229","37
279","52.9
64","52.5
271","34.1
184","37
257","66.4
246","-4.1
226"
2018,Samford,2,"108.0
122","122.2
346",".1940
295","56.2
30","58.7
345","17.6
180","17.5
166","20.1
337","33.1
327","35.9
116","26.5
38","56.9
18","59
349","36.9
103","38.9
292","74.5
9","-5.4
298"
2017,Incarnate Word,2,"101.8
218","114.4
318",".2071
295","53.7
67","51.9
214","20.6
301","16.7
238","20.5
336","35.1
336","41.5
52","34.5
165","48.9
184","50.7
217","40
42","37
241","71
67","-6
316"
2016,USC Upstate,2,"97.4
287","110.3
265",".1921
295","49.2
211","52
234","19
252","14.2
323","30.7
127","32.4
283","30.8
294","36
153","51.4
87","54.7
321","29.7
317","31.1
57","68.5
161","-4.9
275"
2015,Jacksonville St.,3,"93.5
316","104.8
208",".2112
295","45.7
295","48.8
138","19.3
227","16.2
289","23.1
331","35.7
315","38.2
124","30.9
71","42.1
329","52.1
297","34.9
167","27.3
9","64.1
170","-2.6
164"
2014,UC Davis,2,"103.2
202","115.9
329",".2081
295","47.1
263","54.1
312","15.8
60","18
169","26.5
296","41
350","42.2
125","40.9
190","44.4
305","53.5
303","34.1
184","37.2
262","65.1
183","-5.9
302"
2013,Nicholls St.,3,"97.1
257","110.8
308",".1793
295","48.7
185","50
200","19.9
209","21.2
78","33.3
111","35.8
311","41.5
73","32.4
92","49.8
103","50.3
257","30.9
278","32.7
128","65.6
141","-7.2
335"
2012,The Citadel,2,"90.0
319","103.3
189",".1699
295","47.3
243","48.6
142","23.5
323","19.9
139","29.7
221","34.3
258","39.5
105","31.7
91","47.3
194","52.1
301","31.5
260","28.6
24","62.2
285","-5.8
313"
2011,High Point,5,"94.9
283","108.6
281",".1736
295","49.1
167","51.2
251","21.5
276","21.8
52","27.6
278","34.7
272","34.1
235","36.2
149","44.9
274","48.9
212","38.5
50","37.1
259","64.9
201","-5
278"
2010,Kennesaw St.,3,"96.1
266","111.3
313",".1569
295","45
296","49.8
196","22.2
294","19
196","38.1
27","39.9
333","33
277","26.5
18","44
290","49.2
224","31.2
266","34.1
154","62.7
299","-6.6
329"
2009,Hampton,6,"80.4
341","92.4
27",".1683
295","40.5
341","43.9
19","27.4
343","26.5
4","38.7
25","32.8
185","39.7
119","31.2
70","44.5
285","42.5
19","22.1
343","31.1
62","64.1
251","-5.5
295"
2008,Alabama A&M,9,"88.2
331","101.1
138",".1721
295","44.2
320","43.1
6","20.2
170","27.2
3","31.3
200","35.2
261","49.3
11","41.4
240","40.9
335","40.9
3","33.9
201","32.4
74","69.8
52","-2.7
168"
2019,Sacramento St.,6,"97.6
275","109.3
273",".2148
294","50.8
168","53.1
256","17.5
153","19.6
73","25
263","26.3
114","33
145","35.3
244","49.2
194","50.9
214","36.3
111","37.5
277","67.7
174","-5.7
301"
2018,Sacred Heart,3,"98.7
284","111.7
285",".1951
294","52
142","53.5
253","20.3
317","14.6
312","34.3
31","20.4
10","27.1
303","31.7
145","51.8
120","55.2
308","34.9
180","34.2
135","69.2
123","-4.5
258"
2017,Hampton,7,"93.4
328","104.9
180",".2071
294","48
271","43.7
12","18.6
210","19.1
104","33.9
40","30.3
241","34.9
168","41.3
283","46.4
275","42.5
14","34.1
208","31.1
53","71.6
48","-2.7
167"
2016,Charleston Southern,1,"96.7
294","109.6
255",".1928
294","47.7
257","55.2
325","16.4
107","18.8
112","30.4
134","24.3
28","23.1
349","35.9
151","47.9
224","53.7
310","31.6
269","38.3
287","65.1
307","-5.9
309"
2015,South Florida,2,"95.5
300","106.7
239",".2176
294","46.2
286","48.2
114","19.7
245","17.7
204","31.5
152","35.7
315","30.8
282","39
225","45.6
259","45.7
92","31.9
258","35
172","62.9
227","-5.6
310"
2014,UMKC,3,"98.2
281","110.1
266",".2112
294","49.6
165","52.6
281","15.8
60","18.7
134","23.4
337","28.8
78","41.2
135","49
307","50.4
109","48.3
161","32.2
260","39.7
321","68.3
53","-5.8
292"
2013,Siena,3,"95.3
278","108.2
277",".1891
294","46.9
247","49.4
178","24.6
341","16.9
280","33.5
106","33.1
227","40.9
81","32
82","44.7
269","48.3
191","35.1
133","34.3
167","65.3
159","-6.2
309"
2012,Northern Illinois,3,"93.9
291","107.6
262",".1732
294","44.3
315","51.3
242","23.6
324","19.2
172","34.2
98","31
157","31.8
256","51.8
337","40.2
339","49.2
209","34.6
165","36.3
228","61.2
311","-6.7
336"
2011,North Dakota,9,"88.4
326","101.2
154",".1751
294","49.7
141","44.7
29","23.3
323","20.3
114","29.6
220","27.4
42","47
29","38
180","48.2
156","43.2
36","35.2
146","32.1
85","68.4
54","-3.2
193"
2010,Cal St. Bakersfield,3,"92.9
294","107.4
259",".1580
294","45.7
281","51.5
258","24.5
333","19.8
153","34.3
116","36.3
295","44
66","32.1
72","43.1
308","50.5
261","34.8
149","36
227","67.1
130","-4.2
241"
2009,Norfolk St.,6,"97.3
237","111.8
312",".1687
294","49
182","49.6
178","21.3
232","23.7
29","35.6
80","34.5
250","43.6
51","45.3
298","47.9
177","49
191","34.7
149","34.1
151","72.9
8","-6.6
324"
2008,Rice,0,"90.7
318","103.9
191",".1732
294","43.2
330","51.7
240","22.5
278","21.9
96","31.5
195","34.5
233","34.5
220","48.1
319","43.3
305","48.2
159","28.7
320","39.1
294","63.7
266","-8.2
332"
2019,Cal St. Bakersfield,1,"98.5
263","109.9
280",".2202
293","45.1
333","50
147","19.8
274","16.6
237","38
8","28.2
190","30.3
219","50.9
353","45.4
317","46.6
72","29.5
330","37.1
263","64.4
319","-7
337"
2018,Tennessee Martin,2,"89.2
345","100.4
85",".2037
293","49.7
219","48
69","23.1
350","18.9
93","25.7
244","30.2
249","27.3
302","35.7
229","50.2
170","47.7
87","32.5
263","32.2
71","67.2
232","-5.3
295"
2017,Drake,0,"101.2
231","113.7
312",".2074
293","44.5
338","54.8
307","14.9
25","16.1
273","22.7
314","29.5
209","29.3
294","31.3
91","39
350","53.3
294","34.2
202","38.5
283","70.1
100","-6.6
333"
2016,Maryland Eastern Shore,4,"98.8
269","111.8
289",".1943
293","50.9
143","50.4
185","22.3
340","19.8
64","35.3
29","25.3
47","44.4
32","53.2
345","51.6
76","53.2
296","33.2
218","30.4
45","67.8
189","-5.7
304"
2015,LIU Brooklyn,4,"93.8
312","104.7
206",".2209
293","44.5
319","46.1
59","24.1
343","18.4
168","35.4
53","33.3
272","50
13","40.9
251","43
319","49
206","31.4
273","27.2
7","68.2
28","-3.9
233"
2014,North Florida,4,"96.8
299","108.5
238",".2123
293","49.6
165","50.6
202","22.9
343","16.4
271","34.4
75","28.4
71","36.1
252","37.8
134","49.1
147","50.6
248","33.7
204","33.6
133","68.1
58","-3.6
219"
2013,Arkansas Little Rock,3,"91.1
311","103.3
185",".1914
293","43.6
318","50.2
209","22.3
308","22.5
32","30.8
192","26.7
36","46.6
23","51.8
336","43.5
298","48.6
197","29.3
310","35.4
205","69
32","-4.7
251"
2012,Dartmouth,1,"90.6
316","103.6
200",".1763
293","43.3
331","51.2
235","22.5
300","18.4
204","26.9
285","23.4
6","48.9
16","35.7
165","43.2
314","46.1
109","28.9
306","40.8
318","64
220","-7.1
339"
2011,Kennesaw St.,3,"97.4
248","111.4
309",".1754
293","46
290","49.9
205","23.4
326","17.1
277","38.4
20","38.4
328","39.3
133","36.6
157","44.5
281","46.7
128","32.5
233","38.6
296","63.1
275","-4.3
247"
2010,FIU,0,"97.3
246","112.5
327",".1581
293","47.5
221","55
320","19
131","19.4
173","28.9
259","36.2
291","37.8
173","41
224","46.6
215","53.8
323","32.9
221","38.3
289","68.3
75","-7.1
338"
2009,Bucknell,2,"91.2
311","104.4
220",".1746
293","45
308","44.7
27","21.4
241","15.9
318","27.1
294","28.6
61","27.8
315","36.8
173","41.8
326","45.2
69","34.1
172","29.2
25","67.1
113","-6.2
312"
2008,Idaho,3,"94.2
281","107.8
261",".1756
293","47.7
250","52.5
264","23.8
306","18.7
236","33.7
129","32.6
176","28
312","43.6
275","43.3
305","51.9
276","37
103","35.8
195","66.5
158","-4.8
254"
2019,Drexel,3,"101.4
223","113.0
310",".2225
292","50.6
176","54
286","16.4
91","13
347","31.8
68","27.3
157","30.8
207","34.4
230","49.5
183","56.8
339","35
150","32.4
88","67.8
167","-4.9
266"
2018,East Carolina,2,"102.7
220","115.6
326",".2043
292","50.6
188","58
337","18.4
238","14.8
301","23.4
291","33.4
330","21
348","38.1
264","47.7
254","54.7
298","36.8
106","42.1
338","69.8
104","-4.4
255"
2017,Norfolk St.,8,"91.2
341","102.4
135",".2091
292","46.8
308","41.6
4","21.2
321","16.9
229","35.7
18","31.4
269","45.2
22","33.9
154","46.8
267","39.5
4","31.1
300","29.9
27","70.4
86","-2.5
164"
2016,Northern Kentucky,1,"98.0
279","110.9
270",".1947
292","50.1
176","52.4
250","19
252","16.5
234","24.9
297","29
153","30.9
292","43.9
300","45.3
288","48.4
151","38.2
62","40.1
322","68.2
173","-7
336"
2015,VMI,3,"96.4
283","107.6
251",".2216
292","49.9
151","53
293","17.6
140","19.7
101","27.7
263","31.2
192","27.8
325","36.6
184","46
245","52.9
313","35.7
141","35.6
203","73.4
1","-4.2
258"
2014,Western Illinois,1,"96.5
301","108.1
229",".2131
292","48.5
210","52.1
267","20.6
289","17.1
230","23.8
334","31.6
192","41.3
134","50.8
322","47.4
215","48.8
181","33.8
200","39
308","60.9
330","-6.2
317"
2013,Chicago St.,3,"92.2
304","104.5
213",".1918
292","47.1
241","50.6
224","20.2
229","25.5
9","31.5
169","31.5
167","26.4
333","52.8
341","47.5
183","45
81","30.8
279","41.5
337","65.8
130","-5.7
291"
2012,Bradley,1,"88.4
329","100.5
151",".1863
292","39.5
345","49.1
165","17.6
83","17.4
255","22.6
328","30.2
143","34.2
203","31
81","38.7
344","47.6
146","27.4
323","35.2
187","65.3
156","-5.6
305"
2011,Portland St.,3,"102.3
162","116.5
336",".1840
292","49.9
132","54.7
326","16
33","18.1
221","25.2
315","36.1
298","35.7
213","30.6
53","46.5
224","53.8
325","36.9
88","37.8
281","67.5
83","-4.7
266"
2010,Lamar,2,"92.8
296","107.1
253",".1608
292","43.5
322","53.4
303","22.1
289","21.5
84","36.3
61","28.8
67","49.9
18","40.3
213","46.2
229","52.3
301","24.8
344","37.2
260","67.2
121","-6.2
315"
2009,Elon,5,"93.9
284","107.5
267",".1753
292","50.7
118","52.3
272","20.3
185","20
169","27.2
290","30.1
98","37
166","38.7
221","48.6
156","53.4
318","36.5
99","33.5
127","65.3
185","-5.9
305"
2008,Florida A&M,7,"94.6
275","108.1
265",".1769
292","50.5
146","48.2
99","20.6
186","22.2
83","31.3
200","36.9
306","34.5
220","31.6
74","47.4
214","50
222","36.9
106","29.2
18","66.4
162","-5.6
291"
2019,Eastern Illinois,1,"102.4
200","114.1
320",".2242
291","52.4
100","55.4
318","19.4
258","17.7
172","29.1
139","30.7
271","24.3
326","36
260","49.4
189","54.3
315","37.8
65","38
288","68.2
152","-6.9
332"
2018,Boston University,3,"96.2
309","108.1
225",".2057
291","51.4
162","53
243","22
342","20.4
31","28.5
162","33
323","32.8
179","27.3
50","50.7
156","52.7
250","35
176","35.8
204","66.7
252","-4.7
273"
2017,SIU Edwardsville,1,"97.1
290","109.0
257",".2093
291","47.3
301","49.4
123","17.5
153","19.6
80","35.2
22","33.2
310","35.5
153","57.5
350","49.4
159","48.2
124","28.3
339","34.7
146","70.8
76","-4.5
261"
2016,Indiana St.,3,"91.7
332","103.5
165",".1988
291","40.2
351","47.8
81","18
196","16.6
228","27.1
238","27.6
104","41.7
71","36.5
165","42.8
331","46.1
68","23.9
348","33.8
133","69.6
105","-4.4
253"
2015,Idaho St.,2,"101.8
204","113.5
324",".2217
291","52.7
64","53.4
303","17.2
114","20.1
86","27.9
256","34.8
300","40.8
83","34.3
137","48.7
143","48.5
189","43.1
6","39.3
312","63.3
209","-5.2
300"
2014,Georgia Southern,5,"96.5
302","108.0
228",".2142
291","47.8
235","52
263","17.8
160","17.9
183","30
208","26
20","31.5
319","33.2
55","49.3
141","54.2
320","30
308","32.6
106","65.1
183","-5.8
293"
2013,Milwaukee,3,"96.5
267","109.3
291",".1931
291","47.9
220","53.7
314","20.6
251","16.7
288","26.1
301","31.6
170","44.9
37","31.9
81","43.5
298","50.5
264","36.7
86","39.6
314","65.2
167","-5
261"
2012,Portland,2,"96.2
267","109.0
284",".1930
291","50.4
122","50.8
227","22.9
311","15.7
316","27.9
265","32.7
214","28.9
304","48
326","48.3
147","48.7
185","36.4
109","37.1
251","66.2
119","-4.9
283"
2011,UMKC,3,"105.0
135","119.0
343",".1916
291","54.8
11","59.5
344","18.2
109","20.3
114","29
243","40.8
341","36.4
199","33.3
98","54.3
6","58.6
344","36.9
88","40.8
332","66.3
136","-3.8
221"
2010,Centenary,1,"95.8
269","110.2
301",".1661
291","48.7
188","54.6
317","22
283","22.8
41","25.6
318","31.7
163","38.9
153","51.5
331","46.4
219","54.4
326","35.1
141","36.7
245","70.6
29","-5
271"
2009,Prairie View A&M,8,"94.6
272","108.1
278",".1768
291","46.7
262","48.4
134","17.9
70","22.1
75","35.9
75","33.8
232","44.1
44","35.4
142","45.8
247","48.9
187","32.5
226","31.5
68","66.4
146","-3.5
202"
2008,UTSA,5,"93.1
294","106.4
239",".1771
291","44.4
317","54.3
300","20.6
186","27.9
1","27.6
287","40.2
337","46.2
26","40.3
224","42.6
321","57.8
333","32.1
262","31.9
61","64.4
238","-5.1
272"
2019,Bethune Cookman,6,"93.0
333","103.5
162",".2258
290","50.1
195","47
53","22.9
343","21.9
22","36.2
17","31.8
298","42.3
21","36.3
266","51
119","48.1
108","32.2
266","29.8
25","74
8","-3.6
208"
2018,"Texas Southern
16 seed, R64",9,"107.2
136","120.5
343",".2067
290","54.9
47","50.5
138","14.7
32","16.3
234","29.2
133","32.7
313","47.2
6","28.7
70","52.2
103","48.9
120","39.9
43","36.5
230","70.8
67","-2.6
168"
2017,Denver,2,"100.3
247","112.4
306",".2119
290","51
159","55.2
316","17.7
169","14
329","24.1
291","26
84","33.8
199","35.7
194","49.1
175","51.8
248","37
109","40.6
324","68.1
195","-4.1
239"
2016,Delaware,2,"96.0
301","108.3
243",".1997
290","43.8
336","50.8
196","17.5
163","13.6
337","23.9
313","26.4
69","38.3
129","34.7
127","42.6
332","53.4
302","31.2
281","31.6
68","68.1
176","-5
278"
2015,Furman,4,"98.2
260","109.5
272",".2229
290","48.7
196","49.5
164","20.2
267","16.2
289","32.6
122","33.7
280","40.4
89","38.5
218","50.1
95","46.5
121","31
283","36.2
228","60.8
309","-6.5
332"
2014,Central Connecticut,6,"97.7
288","109.4
250",".2150
290","50.3
142","49.8
177","19.6
254","18.1
163","27.9
266","35.9
323","30.1
331","32.5
47","45.8
264","46.8
107","39.9
30","36.8
249","69.3
29","-2.8
169"
2013,American,3,"94.6
285","107.1
260",".1933
290","47.3
236","51.3
240","18.2
120","13.4
345","27.4
274","23.6
10","27
328","24.7
11","44.4
278","42.8
40","36
105","46.6
347","58.7
343","-4.2
232"
2012,Kennesaw St.,0,"100.1
201","113.4
327",".1930
290","48.2
210","55.5
328","19.6
182","20.8
105","32
159","39.9
340","35.5
181","36.7
186","44.6
285","59.2
345","36.4
109","31.6
86","61.2
311","-6.6
335"
2011,Colgate,3,"100.7
202","113.6
320",".2001
290","55.1
9","51.9
271","19.5
177","15.2
328","24.2
322","27.4
42","40.7
101","43.5
275","49.1
122","50.2
254","45.8
2","36.8
248","67.4
87","-4.9
270"
2010,Navy,3,"94.0
287","108.2
275",".1664
290","49.2
172","52.1
272","17.8
78","21.8
73","22.1
335","30.9
136","37.4
183","50.3
325","48.8
134","51.6
287","33
219","35.7
217","73.4
9","-4.3
245"
2009,New Orleans,2,"90.4
319","103.3
197",".1780
290","44.7
313","52.1
267","20.7
202","22
79","28.9
257","33.1
204","40.3
107","36.2
157","47.1
208","52.9
309","23.2
341","33.3
124","68.2
85","-4.8
264"
2008,Stony Brook,3,"91.1
313","104.1
194",".1784
290","42.9
333","49.9
169","19.3
123","22
94","34.6
101","36.7
300","25.3
328","34.5
119","38.6
339","44.9
56","36.1
137","36.7
233","61.2
321","-5.8
298"
2019,Western Carolina,1,"97.9
271","108.9
261",".2271
289","51.3
145","56.3
333","22.2
338","15.3
299","25
263","24.3
53","31.4
189","40.7
313","47.7
257","58.9
350","37.1
87","35.2
194","71.4
46","-5.6
295"
2018,Santa Clara,3,"98.8
282","111.0
274",".2076
289","47.7
292","55.7
310","17
143","16.8
200","24.4
275","25.7
93","28.6
284","29.2
89","48.7
228","56.1
321","30.7
311","36.4
228","64.9
318","-4
235"
2017,Fairleigh Dickinson,1,"99.6
259","111.7
298",".2120
289","48.5
254","49.8
135","20.3
291","20.4
54","31.5
90","35.3
339","37.6
116","49.3
339","48.5
206","49.8
182","32.4
260","33.1
98","70.9
72","-7.2
342"
2016,Seattle,4,"92.3
326","104.0
172",".2009
289","44.2
331","48.8
122","24.1
349","18.3
139","35.2
30","28.9
150","39.8
99","39.9
236","44.5
307","43.5
28","29.1
326","37.4
265","67
232","-3.5
215"
2015,Delaware St.,8,"103.8
173","115.7
336",".2233
289","51
113","50.1
193","17.6
140","16
303","34.1
81","30.2
147","33.3
235","37.3
195","45.6
259","50.2
240","39.4
49","33.3
108","66.7
68","-4.7
280"
2014,Northern Arizona,7,"99.2
261","111.1
279",".2152
289","49.4
178","54.5
315","19.2
234","18.7
134","36.2
45","25.6
16","34.8
273","42.6
221","49.5
135","49.3
197","32.9
235","42.6
347","62
309","-3.8
227"
2013,New Hampshire,3,"92.9
300","105.2
222",".1938
289","46.2
269","47.8
121","17.7
101","18.2
216","26.9
283","30.1
124","34.4
218","34.5
130","44.5
276","45.3
88","32.4
240","35.7
215","61.9
289","-4.4
241"
2012,UC Riverside,4,"83.7
343","94.7
47",".1961
289","43.1
336","42.4
6","22
287","18.9
184","25.4
311","32.7
214","34.2
203","33.8
128","44.2
296","42.7
22","26.7
335","27.9
18","65.8
136","-4.2
247"
2011,Fordham,1,"99.8
216","112.5
316",".2003
289","44
328","51.7
265","19.6
185","14
344","35.9
59","37.8
326","29
315","38.5
194","40.2
339","49.7
233","34.7
161","37.1
259","67.6
79","-5.1
284"
2010,Bethune Cookman,5,"92.2
303","106.1
232",".1669
289","43.4
325","48.5
149","19.4
157","22.2
55","37.3
43","34.8
262","34.8
232","44.9
274","44
290","43.6
41","27.7
327","39.2
303","58.8
341","-6.4
321"
2009,Colgate,4,"91.0
316","103.7
201",".1811
289","46.3
271","46.5
66","23.3
309","18.7
229","29.5
242","33.1
204","41.9
79","31.1
68","43.7
299","45.5
79","34.4
161","32.9
112","61
311","-4.9
265"
2008,Hawaii,2,"98.5
227","112.4
308",".1799
289","48.1
234","57.2
330","19
104","23.4
38","27.5
289","37.5
316","36.2
190","47.1
315","48.8
164","54.5
312","31.1
286","42.1
328","67.6
120","-6.3
308"
2019,Jacksonville,2,"97.4
280","108.1
249",".2331
288","49.6
213","53.2
260","18.4
207","20.1
59","29.3
134","26.8
134","24.6
324","31.5
166","49
204","52
252","33.7
205","36.6
243","70.6
63","-5.3
288"
2018,Dartmouth,3,"96.5
305","108.1
226",".2115
288","50.1
206","53.8
267","17.9
203","16.8
200","22.9
299","24
41","35.6
125","25.9
28","47.3
267","56
319","36.5
114","34.1
131","66.8
250","-5.6
307"
2017,UNLV,1,"95.9
303","107.4
227",".2130
288","43.5
343","53.9
281","17.9
177","16.3
262","26.4
244","29.2
200","34
191","27.5
38","44
328","48.4
128","28.5
335","43.1
344","68.9
158","-6.2
325"
2016,Utah Valley,3,"99.2
265","111.7
283",".2035
288","50.4
163","49.3
141","15.2
43","15.3
290","19.3
347","30.5
220","34.1
228","37.4
187","51.3
94","48.8
169","32.9
227","33.8
133","76.9
5","-3.8
224"
2015,Ball St.,0,"99.0
254","110.3
285",".2236
288","48.6
200","55.6
335","21.4
309","17
237","29.6
209","29.9
139","32
261","48
324","52.7
37","54.4
332","29.5
310","38.8
303","62.7
234","-8.3
348"
2014,SIU Edwardsville,3,"103.1
206","115.1
326",".2184
288","55
27","55.3
330","18.1
177","18.3
155","29.7
219","32.8
249","36.7
241","40.2
171","51.6
77","59.5
351","41.5
11","31.4
67","66.3
126","-4.9
264"
2013,Winthrop,5,"91.9
307","103.6
191",".2011
288","47.5
230","42.5
15","20
216","17.5
251","25.4
313","32.1
186","39.3
111","43.5
291","50.3
87","42.9
42","28.4
322","27.7
11","60.9
311","-5.1
268"
2012,Troy,3,"104.8
128","118.2
342",".2006
288","49.1
177","54.9
321","16.9
49","20.1
132","31.6
171","37.2
315","33.8
211","41.4
260","48.8
127","50
238","33.1
202","42
331","66.2
119","-4
238"
2011,Idaho St.,3,"101.7
178","114.6
325",".2015
288","45.9
295","54.1
313","16.4
43","17.7
247","35.4
72","32.1
174","40.4
107","48.7
316","45.3
259","50.9
271","31.6
251","40.8
332","65.5
175","-4
237"
2010,Central Connecticut,5,"91.3
315","104.8
214",".1693
288","47.1
237","47.6
115","22.5
304","23.3
28","33.1
149","30.7
125","34.3
245","28.8
31","48.1
161","45.2
73","30.1
287","35.9
226","65.6
184","-3.4
202"
2009,Presbyterian,3,"85.5
336","97.5
96",".1821
288","47.1
245","48.1
115","25.5
335","19.7
183","26.1
307","25.8
14","43.1
63","36.4
162","50.4
94","44
46","25.5
333","37.1
267","65
202","-4.3
241"
2008,Furman,3,"88.4
329","100.8
134",".1806
288","45.4
307","50.6
203","20.7
195","16.4
310","21.5
332","26.7
24","26.4
323","21.4
4","45.9
255","47.6
132","29.8
308","36.4
220","68
102","-3.8
216"
2019,Delaware,3,"102.4
202","113.4
312",".2363
287","53.1
83","54.9
308","16.1
76","15.8
285","22
315","30.4
262","32.8
151","35.2
242","50.7
134","51.3
230","37.6
72","40.7
335","64.3
322","-5.6
294"
2018,Norfolk St.,8,"95.5
314","107.0
205",".2119
287","50.6
188","46.3
28","18.2
216","19.5
64","33.7
35","28.5
199","31.3
212","36.5
249","48.4
238","46.1
46","36.7
110","31.1
45","69.6
108","-2.6
166"
2017,Detroit,3,"103.1
193","115.5
326",".2137
287","50.4
180","54.6
301","19.6
261","17.8
173","29
160","31.2
263","45.4
21","38
241","44.8
313","53.6
298","40
42","37.5
252","74.2
10","-5
283"
2016,American,7,"93.7
321","105.3
193",".2062
287","50.1
176","50.2
178","18.6
226","18.8
112","21.4
336","27.7
110","38.7
121","40.1
245","46.7
254","52.9
289","37.2
88","29.7
29","62.8
343","-2.8
175"
2015,Longwood,4,"96.7
280","107.5
249",".2291
287","48.7
196","51.9
260","18.4
174","21.3
48","24
324","36.6
327","33
240","43.1
282","43.6
311","48.4
186","37.4
85","37.9
285","66.1
85","-6
319"
2014,Monmouth,1,"91.6
334","102.3
130",".2202
287","44.1
336","51.3
229","21.9
330","19
115","32.5
130","27.1
35","34.2
283","49.9
317","45
289","51.1
267","27.3
336","34.4
159","67.3
86","-7.1
335"
2013,Hofstra,2,"87.0
334","98.1
105",".2019
287","41.9
332","47.2
101","21.7
287","22.1
43","35.3
69","34.2
271","35.9
186","47
314","41.1
329","48.9
209","29.3
310","29.1
32","64
220","-7.4
339"
2012,Sam Houston St.,5,"89.7
320","101.1
159",".2023
287","47
248","46.6
77","22.7
305","19.9
139","28.1
262","26.5
37","44.6
31","36
172","47.2
199","47.5
145","31
274","29.8
39","62.8
264","-4.8
279"
2011,Longwood,2,"103.0
157","115.9
332",".2048
287","46.5
264","51.5
258","16.3
39","19.5
156","30.6
197","43.8
345","34.3
230","37
164","50.2
79","51.6
291","25.8
338","34.2
155","68.7
45","-2.1
132"
2010,Texas Southern,7,"88.5
327","101.2
149",".1763
287","49.4
165","43.8
17","25.2
341","27.5
3","33.2
142","34
237","43.6
75","48.6
306","51.8
56","46
102","28.1
323","26.5
8","66.8
139","-5.6
295"
