season,school,wins,adjoe,adjde,barthag,efg,efgd,tor,tord,orb,drb,ftr,ftrd,two_pct,two_pctd,three_pct,three_pctd,adj_t,wab
2020,Ohio St.,7,"112.4
13","80.0
3",".9804
1","56.5
19","38.2
2","17.9
88","21.7
93","34.6
42","27.9
166","38.9
68","25.2
64","54.5
45","35.9
2","39.7
25","28.1
51","67.8
277","1.1
18"
2019,"Duke
1 seed, Elite Eight",6,"130.7
1","88.6
13",".9887
1","55.2
48","44.5
33","15
18","18.4
198","40
8","32
260","38.2
101","27.6
61","55.7
53","41.9
21","36.1
111","33.1
157","76.2
17","2.2
3"
2018,"Kansas
1 seed, Final Four",6,"122.5
6","80.7
3",".9918
1","62.8
3","42.3
18","14.8
15","21.7
72","31.5
121","24.5
48","21.1
345","23.6
22","59.7
14","39.9
9","45.2
8","30.3
59","73.5
78","1.2
13"
2017,"Virginia
5 seed, R32",7,"117.2
12","81.4
3",".9851
1","56.1
23","39.3
3","14.5
8","26
6","34.3
67","22
10","27.9
302","23.3
15","54.9
37","35.6
2","39
47","29.6
53","60.2
351","1.6
8"
2016,"Villanova
2 seed, CHAMPS",6,"110.9
63","79.4
1",".9790
1","52.4
93","37.2
3","13.9
12","25.6
7","32
124","35.2
291","27.7
320","27.9
37","59.7
9","36.2
4","30.2
259","26
17","68.4
256","1.3
5"
2015,"Kentucky
1 seed, Final Four",7,"112.6
32","72.6
1",".9936
1","52.5
67","32.3
1","17
48","27.1
9","48.1
1","30.1
136","40.4
134","31
81","54.2
34","28.8
1","32.3
201","26.2
28","64.5
262","1.6
6"
2014,"Pittsburgh
9 seed, R32",7,"123.9
6","89.6
11",".9765
1","54.3
50","45.2
65","14.8
31","21.7
35","42.2
9","24.2
11","42.4
167","36.5
106","53.2
61","41.4
25","37.9
68","35.3
213","66
295","1.4
12"
2013,"Florida
3 seed, Elite Eight",6,"124.7
1","82.8
10",".9911
1","54.3
31","39.6
12","19.1
102","25.8
23","43.2
7","28.4
71","44.5
60","23.6
14","54.5
22","36.1
6","35.9
96","32.2
137","64
277","1.6
5"
2012,"Wisconsin
4 seed, Sweet Sixteen",6,"112.9
20","78.6
2",".9847
1","56.7
16","34.9
1","13.6
3","21.5
164","33.3
148","20.7
2","15.9
344","26.2
25","49.6
109","34.5
3","44.2
16","24.1
10","59
345","0.6
37"
2011,"Kansas
1 seed, Elite Eight",6,"119.8
3","79.4
4",".9913
1","63.8
1","39.4
9","15.8
14","24.5
55","35.6
96","31.1
132","39.7
161","23.9
12","65.6
1","43.5
79","39.8
37","21.1
1","70.4
108","1.1
15"
2010,"Duke
1 seed, CHAMPS",6,"117.9
7","83.4
9",".9816
1","52.6
73","39.2
5","16.2
21","21.9
139","43.2
11","32
140","33.1
245","36.3
157","48.2
159","38.7
14","40.8
38","27.2
37","70.2
119","1.1
8"
2009,"Gonzaga
4 seed, Sweet Sixteen",4,"112.6
23","77.7
3",".9861
1","55.6
26","40.3
22","18.2
44","24.6
67","32.9
172","33.5
182","36.6
168","23.3
12","55.4
23","38.4
15","37.2
81","29.4
66","72.9
41","1.7
3"
2008,"Duke
2 seed, R32",7,"120.5
3","84.6
8",".9832
1","58.1
15","44.2
52","20.7
98","28.1
19","38.7
55","29.1
55","41.2
86","27.9
58","54.9
41","42.6
50","42.4
22","32.4
114","75.1
26","2.2
2"
2020,Kansas,5,"113.2
10","83.1
10",".9721
2","56.6
18","45.3
77","18.7
121","20.2
146","27.3
190","23
33","39.3
62","26.8
87","58.9
9","43.9
61","34.3
123","31.2
123","71.7
106","1.7
6"
2019,"Michigan
2 seed, Sweet Sixteen",7,"111.2
47","76.6
1",".9865
2","53.3
95","38.2
2","13.1
6","20.7
107","26.6
234","23.5
39","37.5
111","19.4
3","53.8
95","36.1
1","35.1
132","28.8
47","66.8
328","2
5"
2018,"Virginia
1 seed, R64",7,"113.7
35","79.8
2",".9834
2","54.7
67","40.1
1","15
19","22
67","26.5
241","25.9
84","27.5
305","31.1
116","53.9
72","41.7
24","37.6
86","25
9","62.6
351","1.7
6"
2017,"Villanova
1 seed, R32",7,"123.3
4","89.9
28",".9743
2","58.9
7","46.5
76","15.9
31","20.2
124","27.3
232","23.9
30","34.2
196","21
6","58.9
6","51.3
227","39.2
43","26.3
11","67
311","2.5
3"
2016,"Vanderbilt
11 seed, R68",5,"118.6
14","86.5
8",".9742
2","54.8
45","39.5
7","13
6","18.8
155","30.7
158","27
87","34.3
222","35.4
134","53.7
63","40.8
25","38
81","24.3
9","67.8
273","0.5
31"
2015,"Gonzaga
2 seed, Elite Eight",5,"127.7
1","83.7
10",".9923
2","58.5
10","39.3
13","16.9
42","19.2
218","40.2
22","28.8
105","43.9
80","38.4
191","58.4
8","38
12","39.2
49","28.1
51","70.2
54","1.6
4"
2014,"Oklahoma St.
9 seed, R64",7,"125.7
3","93.5
33",".9679
2","59.3
8","43.3
25","14.1
15","21.3
42","32
158","28.1
61","52.6
38","39.2
141","54.8
37","42.5
42","45.5
7","30.1
71","74.3
23","1.4
11"
2013,"Indiana
1 seed, Sweet Sixteen",7,"122.0
3","85.3
16",".9841
2","58
7","40.8
18","16.8
31","22.3
115","38.8
44","24.9
20","51
14","25
25","56.1
17","41.3
37","41.2
18","26.7
43","70.8
68","1.8
2"
2012,"Kentucky
1 seed, CHAMPS",6,"115.8
14","81.0
7",".9838
2","56.6
17","36
3","18.5
62","20.4
209","36.6
70","30.1
107","41.9
103","24.8
15","54.9
20","32.7
1","41.1
38","28.5
59","70.5
81","1.5
8"
2011,"Duke
1 seed, Sweet Sixteen",6,"118.3
5","81.2
5",".9870
2","58.3
11","42.6
40","18.8
76","24.7
49","35.3
101","30.9
128","40.5
146","30.2
63","53.7
33","43.9
88","44.4
9","26.2
22","77
8","1.9
4"
2010,"Syracuse
1 seed, Sweet Sixteen",7,"117.9
8","84.3
11",".9791
2","61.5
2","42.7
42","20.4
133","27.7
10","31.9
203","33.2
169","33.4
238","25.5
24","61.9
1","41.1
36","40.5
42","30.1
84","76.2
9","1.6
1"
2009,"Pittsburgh
1 seed, Elite Eight",6,"118.1
9","87.8
27",".9681
2","55
34","42.7
39","18.7
63","20.7
203","39.8
38","30.3
100","41.8
95","24.3
15","55.8
22","38.6
18","35.2
129","33.1
157","66.9
237","1.3
9"
2008,"Kansas
1 seed, CHAMPS",5,"116.7
10","83.9
6",".9780
2","62.6
3","47.4
111","17
22","30.1
9","34
152","31.4
122","34.1
195","30.9
95","62.8
3","41.7
38","41.5
31","38.1
258","69.4
156","0.7
29"
2020,Louisville,7,"119.1
2","90.6
59",".9587
3","59.4
5","42.2
18","17.8
85","16.1
317","34
49","27
137","33.2
146","26
76","58.4
11","41.6
27","40.8
14","28.7
63","68
267","1.2
14"
2019,Nebraska,6,"113.4
24","84.4
7",".9678
3","55.1
51","37.9
1","15.8
34","23
34","29.7
147","27.5
136","33.8
177","20.8
7","59.7
9","39
5","32.8
196","23.5
4","70.5
192","1.1
15"
2018,"Cincinnati
2 seed, R32",7,"111.4
54","79.1
1",".9809
3","56.4
37","40.7
5","18.5
139","23.5
29","40.1
5","22.1
17","43
41","26.6
44","54
69","36.7
2","40.3
38","31.2
86","69.9
222","0.8
20"
2017,"Kentucky
2 seed, Elite Eight",7,"115.7
16","84.4
6",".9741
3","54.7
42","42.4
16","14.9
11","24.2
21","39.6
11","28.4
127","38.2
134","28.6
61","57.6
15","46
101","32.3
232","24.6
6","78.6
8","1
20"
2016,"Purdue
5 seed, R64",6,"116.6
25","85.8
6",".9714
3","57.8
21","35.7
1","18.1
159","14.6
317","35
72","23.9
35","39.3
154","24.9
20","57.1
23","34.9
2","39.2
58","25
13","72.3
91","1.1
10"
2015,"Wisconsin
1 seed, Finals",7,"121.4
4","82.6
8",".9881
3","57
20","41.4
30","14.7
10","21
123","30.9
177","22.3
5","38.4
171","22.3
9","60.6
5","40.6
33","34
160","28.8
65","63
300","2.2
1"
2014,"Arizona
1 seed, Elite Eight",7,"118.6
13","90.0
13",".9596
3","56.7
20","39.8
6","17.5
129","14.5
326","39
30","24.5
13","48.3
78","31.6
42","56.1
27","37.9
2","38.8
53","29.4
52","68.6
188","2.1
3"
2013,"Gonzaga
1 seed, R32",6,"112.2
25","80.9
5",".9772
3","57.6
10","39.9
15","18.2
69","24.3
49","39.7
32","25
23","40.7
104","27.2
41","57.6
8","40
26","38.4
57","26.6
41","70.2
85","1.3
11"
2012,"Ohio St.
2 seed, Final Four",7,"115.8
15","81.0
9",".9837
3","56.8
13","44.7
73","15.7
14","27.1
11","33.6
141","21.6
5","43.5
92","27.4
34","58.4
5","43.3
69","34.7
143","31.4
110","71.2
57","1.5
9"
2011,"Ohio St.
1 seed, Sweet Sixteen",6,"113.3
23","78.3
2",".9859
3","54.7
31","43.1
49","19.5
96","29.2
4","41.9
11","27.6
52","29.1
306","22.9
7","56.8
14","43.9
88","33.9
165","27.7
43","67.8
190","1.8
5"
2010,"Kansas
1 seed, R32",5,"118.8
3","86.3
17",".9754
3","61.3
3","38.3
4","16
19","22
136","38.8
41","35
218","44.9
68","29.3
61","55.8
16","36.7
5","48.5
2","28.1
53","69.2
147","0.7
17"
2009,"North Carolina
1 seed, CHAMPS",6,"119.2
5","88.7
34",".9679
3","56.2
20","43.5
50","16.1
13","24.1
84","39.6
41","27.5
36","39.2
130","25.9
26","53.5
40","40.1
35","41.9
23","32.7
149","75.6
10","1.4
7"
2008,"UCLA
1 seed, Final Four",6,"108.7
59","79.9
1",".9719
3","51
136","43.7
45","21
115","28.2
18","41
27","24.5
12","44.6
48","27.5
55","52.5
79","44.4
87","31.7
242","28
41","69.2
163","1.5
5"
2020,Arkansas,7,"96.5
218","73.7
2",".9569
4","48.9
172","38.3
3","17.4
74","27.9
4","23.8
279","26.6
125","30.9
194","29.4
129","55.2
39","43.5
50","25.6
335","17.9
1","70.7
154","1.3
12"
2019,"Auburn
5 seed, Final Four",5,"122.9
4","91.8
32",".9661
4","54.9
55","48.2
104","16.9
73","27.8
2","40.7
5","30.7
231","25.5
312","41.6
291","51.1
158","45.9
62","39.4
46","34.1
200","71.8
125","1
22"
2018,"Tennessee
3 seed, R32",5,"112.7
42","83.7
4",".9685
4","53.4
95","44.5
39","19.4
183","26.3
9","37.6
21","33
273","32.5
220","44.6
304","47.5
225","40.3
11","43
15","34.2
166","70.4
202","1.3
12"
2017,"West Virginia
4 seed, Sweet Sixteen",5,"117.1
13","85.9
9",".9723
4","54.1
55","44.5
44","14.3
7","35
1","41.8
3","32.9
270","37.6
143","37.3
203","51.8
106","43.3
54","39.4
39","31
87","78.4
9","-0.2
75"
2016,"West Virginia
3 seed, R64",6,"114.3
37","84.2
4",".9709
4","52.5
91","40
10","19.3
212","29.8
1","46.4
2","26.9
83","48.2
40","52
326","57.1
23","44.3
83","27.7
317","22.5
2","75.2
26","1.2
9"
2015,"Duke
1 seed, CHAMPS",7,"125.8
2","88.8
33",".9822
4","60.1
6","43.1
44","13.6
4","22
91","41.2
14","28.2
91","40.3
136","23.9
14","61.4
4","45.9
139","38.7
56","23.6
12","68.6
102","1.8
2"
2014,"Louisville
4 seed, Sweet Sixteen",6,"113.4
49","86.2
3",".9594
4","51.8
104","44.9
58","13.3
8","29
1","38.6
37","29.9
123","42
173","35.6
94","51.6
90","42.3
38","34.8
141","33.6
160","70.8
101","0.1
66"
2013,"Syracuse
4 seed, Final Four",5,"109.1
51","78.9
4",".9765
4","52
64","39.6
12","20
138","25.1
35","36.3
81","27.7
55","39.9
112","38.6
210","54.2
23","39.4
20","31.1
222","26.7
43","73.3
27","1.4
9"
2012,"Missouri
2 seed, R64",6,"122.2
4","86.1
20",".9826
4","60.2
2","44.8
75","13.3
2","25.7
30","27.4
285","25.9
27","44.1
85","25.9
20","57.3
7","44.4
92","43.3
19","30.3
90","69.5
108","1.3
12"
2011,"Washington
7 seed, R32",4,"121.8
1","90.6
51",".9679
4","57.8
17","45.8
100","16.1
21","25.9
30","40.6
21","34.5
226","30.6
287","50.6
298","52.5
50","45.6
131","45.5
7","30.8
103","78.9
5","-0.1
74"
2010,"Texas
8 seed, R64",5,"108.3
60","78.9
1",".9745
4","57.4
11","36
1","21
165","19.9
225","33.1
178","27.8
44","54.3
17","24
11","60
4","37.5
11","34.5
145","21.7
6","73.5
34","1
10"
2009,"Utah
5 seed, R64",4,"109.7
41","81.7
9",".9674
4","60.1
3","39.7
15","23.3
232","21.8
156","29.7
253","27
27","38.9
134","29.1
59","60.2
5","36.5
11","40
42","31.3
110","68.4
173","0.9
15"
2008,"Texas
2 seed, Elite Eight",5,"136.3
1","101.3
196",".9681
4","63.5
1","48.7
146","13.8
1","26.3
45","38.5
60","36.5
251","25.3
314","25.4
36","59.3
8","37.7
7","48
3","39.6
283","62.4
322","1.1
11"
2020,Virginia,7,"91.4
293","70.2
1",".9541
5","45.1
289","35.3
1","19.4
158","24.2
27","29.5
131","20.9
9","19.7
335","14.2
1","49.6
143","33.3
1","25
338","24.7
8","59.6
353","1.6
7"
2019,"Virginia
1 seed, CHAMPS",7,"121.4
6","91.0
24",".9651
5","56.4
26","47.3
88","11.7
2","24.2
18","29.8
143","24.5
49","29.9
254","26.7
45","53.2
104","48.6
123","40.8
25","29.7
61","62.3
352","2
4"
2018,"Texas A&M
7 seed, Sweet Sixteen",7,"115.2
25","85.8
7",".9673
5","56.2
40","40.4
3","20.4
234","15.9
312","34.3
57","29.5
191","32.7
213","27.5
58","53.8
76","44.3
49","40.6
35","22.5
3","72.3
110","2.8
2"
2017,"Louisville
2 seed, R32",6,"107.7
72","79.2
1",".9716
5","46.8
263","39.5
5","15.9
31","22.3
48","37.8
19","27.3
96","34.5
193","38.6
219","46.3
247","38.8
9","31.9
244","27.2
14","70.8
171","1.6
11"
2016,"Kansas
1 seed, Elite Eight",3,"118.7
13","87.8
11",".9697
5","54.8
45","48.9
161","14.4
22","19.8
105","25.5
274","21.3
13","44.4
73","33.8
110","48.4
161","51
231","45
6","30.2
72","74.5
36","0.9
21"
2015,"Wichita St.
7 seed, Sweet Sixteen",3,"119.0
7","84.6
13",".9807
5","49.7
125","45.7
101","15.8
25","27.6
5","38.7
37","27.6
75","33.5
239","44.3
258","51.6
80","43.9
94","30.2
242","33.3
167","65.2
232","0.9
23"
2014,"Iowa
11 seed, R68",7,"115.1
32","87.6
7",".9585
5","51.1
117","38.4
2","14.8
31","22.4
20","38.4
39","32.1
180","49.6
61","29.7
26","48.8
172","42.2
36","37.9
68","21.8
4","72.2
59","0.7
34"
2013,"Louisville
1 seed, CHAMPS",5,"106.7
70","77.6
3",".9749
5","48.4
164","44.1
65","19.6
121","30.1
3","40.6
24","24.1
12","28.7
289","37.4
192","49.4
110","42.9
70","31.2
220","30.8
99","71.3
56","0.9
21"
2012,"Alabama
9 seed, R64",7,"107.2
67","79.5
4",".9686
5","47.9
190","35.7
2","19
85","20.7
201","40.9
19","34.3
216","39.7
130","41.8
240","49.8
104","36.9
7","28.3
286","22.2
5","63
321","2.3
2"
2011,UCF,4,"109.0
48","82.2
9",".9623
5","60.2
5","37.7
4","20.9
148","25.3
39","29.6
248","30.7
125","60.7
1","30.4
66","56.8
14","33.9
2","43.8
14","32.2
140","70.4
108","0.3
48"
2010,"West Virginia
2 seed, Final Four",5,"122.0
1","92.3
70",".9612
5","54.4
44","51.1
229","18.2
59","27.1
12","41.9
21","30.4
97","34.8
217","41.8
238","54.3
31","50.9
248","36.4
105","34.2
178","67.4
235","1.2
6"
2009,"Connecticut
1 seed, Final Four",6,"118.5
7","89.8
42",".9601
5","54.5
39","44.8
73","16.5
17","22
146","40.7
25","28.7
56","56.6
8","19.3
4","56
21","39.7
29","33.3
178","36.7
239","72.5
53","1.4
6"
2008,"Wisconsin
3 seed, Sweet Sixteen",5,"110.0
44","81.8
2",".9678
5","48.9
184","41
13","18.9
51","26.8
35","42.1
15","20.5
2","33.1
211","23.5
21","49.2
151","38.2
12","32.1
231","30.8
82","68.2
191","0.3
46"
2020,Michigan,7,"112.4
14","86.4
22",".9535
6","61.4
2","44.5
51","19.4
158","16.8
298","23.6
282","26.5
120","21.4
326","20.9
24","60
4","44.1
65","42.4
9","30.4
99","71.2
133","2.2
2"
2019,"Virginia Tech
4 seed, Sweet Sixteen",5,"119.6
9","91.7
31",".9549
6","59.6
6","50.6
185","19.1
167","27.8
2","31.7
94","32.6
278","22.9
337","20.1
5","56.1
45","49.1
141","42.8
13","34.8
219","67.6
302","1.2
12"
2018,"Texas Tech
3 seed, Elite Eight",6,"112.5
45","84.7
6",".9634
6","56
44","42.2
14","18.7
146","25.5
11","34.1
65","29.3
185","35.8
159","39.9
251","56.4
41","43
31","36.8
113","27.4
24","69.9
222","0.5
32"
2017,"Gonzaga
1 seed, Finals",6,"118.2
8","89.0
22",".9627
6","55
34","43.3
22","17.5
91","18.1
225","34
74","26.4
75","33.2
212","27.1
37","53.2
67","42.4
39","39
47","30.1
66","71.1
154","1.9
4"
2016,"Oklahoma
2 seed, Final Four",4,"112.8
52","83.8
3",".9684
6","54.4
55","36.2
2","18.7
189","16.7
249","35.4
65","30.7
184","34.5
218","23.7
11","51.4
100","37.1
6","40.5
42","23.2
4","74.6
33","0.9
19"
2015,"Virginia
2 seed, R32",7,"105.5
89","75.6
3",".9787
6","50.5
110","35.1
4","17.3
60","19.8
185","41.4
12","22.9
9","31.2
272","24.4
18","49.8
117","31.8
3","35.1
127","27.1
35","59.6
344","0.9
20"
2014,"Iowa St.
3 seed, Sweet Sixteen",5,"113.7
48","86.6
4",".9581
6","59.1
11","39
3","15.3
44","14.5
326","29
244","24.5
13","36.3
257","26.1
7","60.3
3","39.5
8","38.3
62","25.2
16","75.8
11","1.3
13"
2013,"Cincinnati
10 seed, R64",6,"111.8
27","81.9
9",".9730
6","54.5
29","37.1
5","19.4
115","20.7
178","40.6
24","27.5
54","41.6
91","34.2
138","51.4
72","34.4
2","40.3
23","28.8
66","73.8
20","1.2
14"
2012,"Marquette
3 seed, Sweet Sixteen",6,"116.5
12","88.7
29",".9583
6","59
6","41.1
20","17.3
34","26.2
22","33
156","34.5
221","50.1
29","25.5
19","59.5
2","38.3
14","38.7
57","30.4
94","73.4
18","0.8
26"
2011,"Arizona
5 seed, Elite Eight",5,"117.4
7","88.8
29",".9611
6","58.2
13","43.4
55","21
157","21.9
129","41.4
13","26.6
30","51.2
27","38.4
166","60.2
7","44.9
113","37
84","26.2
22","69.1
155","0.3
41"
2010,Memphis,4,"104.4
118","80.2
3",".9540
6","56.3
21","42.1
29","20
118","31.5
1","36.7
79","34.6
209","40.5
124","40.8
217","56.6
14","42.1
47","37.2
90","27.9
49","67.7
220","0
71"
2009,"Kansas
3 seed, Sweet Sixteen",4,"109.6
42","83.1
11",".9598
6","52.3
71","39
9","20
102","21.7
162","38.9
51","30.7
110","41.9
94","35.5
152","53.7
38","35
5","32.5
202","31.3
110","67.3
219","0.5
33"
2008,"Pittsburgh
4 seed, R32",5,"117.4
7","87.6
23",".9668
6","56.7
25","40.9
12","18.6
44","26.1
47","44.2
7","29.4
61","27.9
293","21.9
12","57.1
17","40.3
18","37.3
101","28
41","67.3
222","0.3
51"
2020,Auburn,7,"114.3
8","88.3
37",".9516
7","56.1
22","45
68","17.7
81","20.2
146","35.5
31","27
137","37.4
84","21.9
30","58.5
10","46.2
103","35.3
92","28.5
58","72.9
67","1.7
5"
2019,"Gonzaga
1 seed, Elite Eight",7,"124.6
2","95.7
67",".9539
7","61.7
3","44.7
38","15.4
24","17.7
237","33.9
60","29.4
192","42.3
47","30.7
117","63.8
1","45.9
62","38.8
53","28.2
33","75.6
24","1.9
6"
2018,"Villanova
1 seed, CHAMPS",7,"117.8
12","89.1
18",".9615
7","58.2
20","47.6
82","16
37","21.6
77","28.9
183","22.3
21","32.2
226","19.2
3","59.2
16","46.9
99","37.8
79","32.5
112","71.3
164","1.8
4"
2017,"Duke
2 seed, R32",7,"118.2
7","89.4
24",".9616
7","54.5
45","44.9
47","15.8
26","21
90","32.7
100","26.2
70","42.4
66","26.4
33","55.9
28","47.6
141","34.9
158","25.9
10","71.8
126","1.3
14"
2016,"Gonzaga
11 seed, Sweet Sixteen",4,"116.2
27","87.2
9",".9643
7","57.4
22","37.6
4","20.5
258","17.7
208","34.7
76","24.8
49","34.8
214","32
81","57.4
21","39.6
13","38.4
74","21.4
1","70.5
162","0.7
27"
2015,"North Carolina
4 seed, Sweet Sixteen",5,"115.2
17","83.9
11",".9746
7","48.9
144","38.9
9","18.2
94","22.7
63","41
15","36.8
300","46.8
52","38.3
185","49.5
127","38.1
13","31.6
211","26.8
33","74
9","1.5
9"
2014,"San Diego St.
4 seed, Sweet Sixteen",3,"118.8
11","91.8
21",".9513
7","51
121","44.4
43","17.1
110","20.9
59","36.4
66","33.3
219","54.8
32","32.1
49","45.8
258","42.8
45","43.6
14","32.3
129","67.3
241","0.6
39"
2013,"Michigan
4 seed, Finals",5,"121.0
4","89.6
42",".9694
7","58.8
5","45.5
94","14.8
9","15.4
331","30.8
199","21
4","30.3
268","16.7
1","59.1
3","45.6
124","38.8
49","30.1
85","65.1
241","1.7
4"
2012,"Louisville
4 seed, Final Four",6,"103.9
100","79.3
3",".9570
7","49.5
141","37.2
4","21.5
172","26
29","37.3
55","31
128","41.8
105","33.9
108","49.1
121","36.9
7","33.7
161","25.3
20","66.1
234","1.3
13"
2011,"UNLV
8 seed, R64",6,"116.5
9","89.0
33",".9570
7","60.5
3","41.4
23","19.7
101","26.3
24","36.4
81","36.4
270","35.3
229","41.3
208","61.1
5","34.2
3","39.3
47","36.3
234","68.7
163","1.7
7"
2010,"Tennessee
6 seed, Elite Eight",5,"109.0
54","84.7
13",".9477
7","57.9
9","41.9
27","18.8
79","27
13","35
128","26.6
32","30.9
279","43.5
259","53.7
36","40.8
35","45.5
12","29.4
74","74.2
26","0.1
62"
2009,"Duke
2 seed, Sweet Sixteen",7,"112.4
24","85.7
22",".9576
7","52.7
61","43
44","20.8
141","25.3
54","41.4
21","29.4
71","53.5
13","31.1
84","54.6
26","40.9
44","32.3
208","31.7
123","73.4
30","1.2
12"
2008,"North Carolina
1 seed, Final Four",6,"118.3
5","88.9
31",".9638
7","54.6
56","47.1
105","19.2
56","25.3
67","37.5
75","28.1
42","48.8
21","24.6
28","54.1
54","44.2
84","37.4
100","34.8
178","75.4
25","2.4
1"
2020,San Diego St.,8,"108.6
35","83.9
15",".9508
8","54.2
45","42.3
19","17.2
68","23
48","32
80","22.3
23","26.5
275","34.7
241","50.2
128","43.8
57","40.9
13","26.7
24","67.3
291","2.4
1"
2019,"Texas Tech
3 seed, Finals",6,"108.2
90","83.6
3",".9510
8","57
21","39.1
3","15.6
28","25.5
4","31.1
109","24.4
48","32.6
203","33.2
160","55.2
64","40
8","40.8
25","25.4
11","68.2
286","1
19"
2018,"Michigan St.
3 seed, R32",6,"114.6
28","86.8
9",".9607
8","57.1
31","41.4
9","22.4
293","18.2
219","39.8
6","27.7
130","31.7
240","30.9
110","56.8
36","35.3
1","38.6
64","34.9
178","70.1
213","1.4
8"
2017,"Butler
4 seed, Sweet Sixteen",7,"117.0
14","88.5
15",".9614
8","57.8
12","46
67","16.4
54","25
13","29
199","26.9
86","38.8
121","40.3
245","58
13","46.2
106","38.3
68","30.4
73","68.6
262","2.6
2"
2016,Saint Mary's,3,"131.0
2","99.7
112",".9586
8","67.9
1","46.2
86","17.8
145","18.3
176","39.2
24","22.9
24","35.2
206","39.9
197","65
1","41.4
35","48.4
3","38.3
283","66.7
306","0.4
36"
2015,"Louisville
4 seed, Elite Eight",5,"99.4
178","72.8
2",".9728
8","47.8
170","33.9
2","18
85","27.5
7","42.6
6","26.5
47","56.3
8","33.9
115","54.1
36","36.9
8","24
335","19.4
1","70.1
59","0.7
27"
2014,"Ohio St.
6 seed, R64",6,"108.0
126","83.5
1",".9507
8","52.9
73","39
3","17.1
110","24.9
9","34.4
97","29.6
112","47.7
86","30
28","52.5
78","40
12","35.8
118","24.5
12","67.3
241","1.1
15"
2013,"Duke
2 seed, Elite Eight",7,"119.1
5","88.6
33",".9677
8","53.9
33","44
63","17.9
57","21
164","29.2
241","36.1
272","46.5
42","31
98","52.4
56","42.4
53","37.7
65","32.1
133","68.3
137","3.5
1"
2012,"Florida
7 seed, Elite Eight",5,"122.4
2","93.7
84",".9559
8","58.1
10","44
53","15.9
16","22.4
112","42.1
12","27.6
49","38.6
141","40.7
218","53.4
39","44.1
81","42.9
21","29.2
71","71.7
39","0.3
56"
2011,"Kentucky
4 seed, Final Four",5,"117.4
6","89.9
44",".9558
8","54.5
33","43.3
52","17.3
37","17.8
288","39.9
29","30.2
112","40.3
151","29.9
58","50.8
93","41.8
44","41.2
28","31.6
123","69
157","1.2
13"
2010,"Xavier
6 seed, Sweet Sixteen",4,"111.4
29","87.4
20",".9426
8","56.7
17","43.9
66","17.7
41","17
315","32.7
186","23.9
10","41.4
111","31.9
89","50.6
97","38.7
14","46.8
7","37.4
254","72.1
68","-0.3
94"
2009,"Utah St.
11 seed, R64",3,"119.7
2","91.5
58",".9567
8","61.9
1","46.8
116","18.5
52","19.6
243","33.3
156","17.9
1","34.8
197","18.1
2","57.9
13","42.7
63","48.8
3","39.5
295","62.7
321","0.4
38"
2008,"West Virginia
7 seed, Sweet Sixteen",3,"111.1
37","83.6
4",".9636
8","60.2
8","35.6
1","19.4
64","31.7
4","40.4
35","35.8
238","35.2
180","42.9
258","54.7
46","33.8
1","46.3
7","26.5
15","70.7
117","0
64"
2020,Dayton,5,"123.9
1","96.4
132",".9470
9","62.6
1","52.5
273","18.6
115","20.7
122","28.8
158","25.6
87","29.7
212","31.8
179","66.2
1","50.6
216","38.9
31","38.1
307","70.9
146","0.7
35"
2019,"Tennessee
2 seed, Sweet Sixteen",4,"116.4
19","91.8
33",".9383
9","53.6
88","45.3
50","17.1
84","20.2
126","34.1
56","27
118","36.8
126","39.5
269","56.7
37","45.9
62","31.8
226","29.7
61","70.4
195","0.6
34"
2018,"Purdue
2 seed, Sweet Sixteen",6,"114.9
26","88.7
16",".9513
9","57.8
22","42.8
23","17
66","19.3
162","32
109","29.9
201","40.7
72","23.3
17","55.2
54","40.2
10","41.3
29","31.8
96","72.4
105","0.8
24"
2017,"North Carolina
1 seed, CHAMPS",6,"117.4
11","89.0
20",".9604
9","54.5
45","44.5
44","18.7
151","20.6
103","44
2","28.7
139","37.9
138","26.8
35","53.5
58","42.6
42","38
76","31.8
104","74.2
45","1.6
6"
2016,"Iowa
7 seed, R32",4,"120.6
10","92.3
31",".9558
9","55.3
41","44.2
49","15.9
57","19.2
137","31.4
142","28.6
119","27.9
318","32.2
86","51.9
93","45.3
100","40.7
38","28.4
41","71.2
130","0.3
46"
2015,"Texas
11 seed, R64",6,"110.2
48","80.8
6",".9726
9","54.3
41","33.9
2","19.3
137","15
336","35.7
79","27.1
61","36.6
195","29.1
59","52.5
60","31.6
2","38.5
61","26.1
27","66.6
174","1.6
5"
2014,"Kansas
2 seed, R32",6,"114.8
37","90.7
15",".9375
9","54.2
52","47.8
122","17.7
141","17.5
223","32.4
148","25.2
20","55.6
28","45.6
232","57
20","46
97","30.7
259","34.1
178","70.9
93","1.5
8"
2013,"Kansas
1 seed, Sweet Sixteen",6,"110.5
40","84.3
14",".9575
9","50.9
93","41.4
22","18.8
88","21.3
151","31.3
188","29.7
107","38.8
133","26.2
32","53.5
36","35.2
3","29.9
251","35.5
230","68.2
145","1.1
17"
2012,"Saint Louis
9 seed, R32",6,"117.5
9","90.6
43",".9526
9","58.1
10","43.7
46","16
19","24.2
61","22.7
329","33.8
205","40.4
126","38.7
189","53.3
43","41.9
51","43.9
17","32.6
139","61.6
334","0.8
21"
